Project Reference,Project ID,Project ID Id,Id Project ID,HE/MEAS Delay Status,Firm Order Placed,Ran Priority,NIA Order Delivery (A),Transmission Delivered (A),Transmission Delivered (F),COC Uploaded,PRTC (A),PRTC (F),HE/MEAS Status,WES PSID
PX71-SG-CKJIMHJ,P-214918,a1e4J000001Yf0XQAS,a0i4J000004TO5BQAW,,9/6/2021,Nokia Small,,8/1/2023,,,1/20/2022,,7.0 COMPLETED (10GB),BTWD212646
PX71-SG-CKJJION,P-214919,a1e4J000001Yf0YQAS,a0i4J000004TO5CQAW,NONE,,Nokia Small,,,,,9/2/2019,,1.3 DESIGN RECEIVED - CRF NON-FLUID (10GB),
PX71-SG-CKIGOGM,P-214920,a1e4J000001Yf0ZQAS,a0i4J000004TO5DQAW,NONE,7/22/2021,Nokia,,3/24/2022,,3/24/2022,10/1/2019,,7.0 COMPLETED (10GB),BTWD212200
PX71-SG-CKIGOIH,P-214921,a1e4J000001Yf0aQAC,a0i4J000004TO5EQAW,NONE,6/2/2021,Nokia,,8/12/2021,,8/12/2021,1/15/2021,,7.0 COMPLETED (10GB),BTWD211800
PX71-SG-CKJJJOQ,P-214922,a1e4J000001Yf0bQAC,a0i4J000004TOW6QAO,CUST - OTHER,4/28/2021,Nokia,,,,,,,2.0A EAD CIVILS (10GB),
PX71-SG-CKIGLPO,P-214923,a1e4J000001Yf0cQAC,a0i4J000004TOAyQAO,NONE,4/9/2021,Nokia,,7/6/2021,,7/6/2021,11/28/2019,,7.0 COMPLETED (10GB),BTWD211434
PX71-SG-CKIFLKI,P-214924,a1e4J000001Yf0dQAC,a0i4J000004TOAzQAO,NONE,11/30/2021,Nokia,,7/20/2022,,7/11/2022,,,7.0 COMPLETED (10GB),BTWD213228
PX71-SG-CKIFMGH,P-214925,a1e4J000001Yf0eQAC,a0i4J000004TOB0QAO,NONE,8/31/2021,Nokia,,3/1/2022,,3/2/2022,,,7.0 COMPLETED (10GB),BTWD212536
PX71-SG-CKIIFPK,P-214926,a1e4J000001Yf0fQAC,a0i4J000004TOWBQA4,NONE,,Nokia,1/28/2020,4/30/2021,,4/30/2021,5/12/2020,,7.0 COMPLETED (10GB),BTWD210516
PX71-SG-CKIFMMK,P-214927,a1e4J000001Yf0gQAC,a0i4J000004TOWCQA4,,9/30/2021,Nokia,,3/29/2022,,5/20/2022,9/13/2019,,7.0 COMPLETED (10GB),BTWD212880
PX71-SG-CKIGIOP,P-214928,a1e4J000001Yf0hQAC,a0i4J000004TOWGQA4,NONE,4/14/2021,Nokia,,1/27/2022,,1/27/2022,4/26/2019,,7.0 COMPLETED (10GB),BTWD211464
PX71-SG-CKIFNHH,P-214929,a1e4J000001Yf0iQAC,a0i4J000004TOWHQA4,,9/30/2021,Nokia,,3/30/2022,,3/30/2022,6/29/2021,,7.0 COMPLETED (10GB),BTWD212870
PX71-SG-CKJINGH,P-214930,a1e4J000001Yf0jQAC,a0i4J000004TOWIQA4,BT - WTG NGB / VIRTUA SURVEY JSV (FIRAS),11/30/2021,Nokia Compact,,,11/30/2025,,7/16/2020,,2.1 EAD FIBRE (10GB),BTWD213223
PX71-SG-CKIGOPO,P-214931,a1e4J000001Yf0kQAC,a0i4J000004TOWJQA4,NONE,8/24/2021,Nokia,,5/4/2022,,5/4/2022,7/21/2021,,7.0 COMPLETED (10GB),BTWD212463
PX71-SG-CKIFJPM,P-214932,a1e4J000001Yf0lQAC,a0i4J000004TOWKQA4,NONE,9/8/2021,Nokia,,11/24/2021,,11/24/2021,10/1/2019,,7.0 COMPLETED (10GB),BTWD212675
PX71-SG-CKIGNJH,P-214933,a1e4J000001Yf0mQAC,a0i4J000004TOWLQA4,NONE,8/25/2021,Nokia,,8/23/2022,,,11/26/2020,,7.0 COMPLETED (10GB),BTWD212489
PX71-SG-CKIGOOQ,P-214934,a1e4J000001Yf0nQAC,a0i4J000004TOWMQA4,NONE,3/29/2021,Nokia,,6/17/2021,,6/17/2021,11/28/2019,,7.0 COMPLETED (10GB),BTWD211356
PX71-SG-CKJIMIK,P-214936,a1e4J000001Yf0pQAC,a0i4J000004TOWOQA4,,7/30/2021,Nokia Small,,6/8/2023,,,9/17/2019,,7.0 COMPLETED (10GB),BTWD212268
PX71-SG-CKIGKPP,P-214937,a1e4J000001Yf0qQAC,a0i4J000004TOWPQA4,NONE,6/20/2021,Nokia,,11/12/2021,,11/15/2021,9/26/2019,,7.0 COMPLETED (10GB),BTWD210784
PX71-SG-CKIHFLH,P-214938,a1e4J000001Yf0rQAC,a0i4J000004TOWkQAO,,3/29/2021,Nokia,,9/27/2021,,9/27/2021,3/2/2020,,7.0 COMPLETED (10GB),BTWD211355
PX71-SG-CKIGLPI,P-214939,a1e4J000001Yf0sQAC,a0i4J000004TOWlQAO,NONE,4/14/2021,Nokia,,6/30/2021,,4/14/2022,5/4/2021,,7.0 COMPLETED (10GB),BTWD211471
,P-214940,a1e4J000001Yf0tQAC,a0i4J000004TOWmQAO,,7/29/2021,Nokia,,,,,,,PENDING CANCELLATION,
PX71-SG-CKIGHNI,P-214941,a1e4J000001Yf0uQAC,a0i4J000004TOWnQAO,NONE,8/2/2021,Nokia,,2/2/2022,,2/3/2022,10/11/2019,,7.0 COMPLETED (10GB),BTWD212273
PX71-SG-CKJJGPO,P-214942,a1e4J000001Yf0vQAC,a0i4J000004TOWoQAO,,7/1/2021,Nokia Compact,,10/11/2024,,,11/28/2019,,7.0 COMPLETED (10GB),BTWD212337
PX71-SG-CKIGJOO,P-214943,a1e4J000001Yf0wQAC,a0i4J000004TNooQAG,NONE,4/14/2021,Nokia,,1/19/2022,,7/15/2022,12/1/2020,,7.0 COMPLETED (10GB),BTWD211461
PX71-SG-CKIFMGK,P-214944,a1e4J000001Yf0xQAC,a0i4J000004TNopQAG,NONE,6/14/2021,Nokia,,9/13/2021,,9/13/2021,7/26/2021,,7.0 COMPLETED (10GB),BTWD211885
PX71-SG-CKIGOMJ,P-214945,a1e4J000001Yf0yQAC,a0i4J000004TOWpQAO,NONE,4/14/2021,Nokia,,3/4/2022,,7/13/2022,1/21/2021,,7.0 COMPLETED (10GB),BTWD211473
PX71-SG-CKJJIPQ,P-214946,a1e4J000001Yf0zQAC,a0i4J000004TOWqQAO,CUST - WTG SITE PREP,3/31/2021,Nokia Small,,,,,12/8/2020,,1.7 WTG RE-RAISE,BTWD213371
PX71-SG-CKIILPI,P-214947,a1e4J000001Yf10QAC,a0i4J000004TOWrQAO,NONE,6/20/2021,Nokia,,5/6/2021,,5/6/2021,5/3/2019,,7.0 COMPLETED (10GB),BTWD210539
PX71-SG-CKJJIKP,P-214948,a1e4J000001Yf11QAC,a0i4J000004TOTWQA4,NONE,8/25/2021,Nokia Small,,10/27/2022,,,10/10/2019,,7.0 COMPLETED (10GB),BTWD212497
PX71-SG-CKJHIJL,P-214949,a1e4J000001Yf12QAC,a0i4J000004TOTXQA4,NONE,7/13/2022,Nokia,,9/1/2022,,8/24/2022,,10/31/2025,7.0 COMPLETED (10GB),BTWD214322
PX71-SG-CKIGOHL,P-214950,a1e4J000001Yf13QAC,a0i4J000004TOTYQA4,NONE,6/20/2021,Nokia,,8/3/2022,,7/20/2022,5/4/2020,,7.0 COMPLETED (10GB),BTWD210572
PX71-SG-CKJIMLM,P-214951,a1e4J000001Yf14QAC,a0i4J000004TOTZQA4,,8/18/2021,Cisco,,8/15/2025,,,2/26/2020,,6.1 READY FOR MIGRATION 10GB,BTWD213982
PX71-SG-CKIFNHN,P-214952,a1e4J000001Yf15QAC,a0i4J000004TOWuQAO,,6/14/2021,Nokia,,11/12/2021,,11/15/2021,9/2/2021,,7.0 COMPLETED (10GB),BTWD211960
,P-214953,a1e4J000001Yf16QAC,a0i4J000004TOX4QAO,,9/29/2021,Nokia,,,2/27/2022,,,,2.2 EAD NTE (10GB),
PX71-SG-CKIFNGO,P-214954,a1e4J000001Yf17QAC,a0i4J000004TOX5QAO,NONE,7/21/2021,Nokia,,1/18/2022,,1/17/2022,9/26/2019,,7.0 COMPLETED (10GB),BTWD212171
PX71-SG-CKIFHML,P-214955,a1e4J000001Yf18QAC,a0i4J000004TOX6QAO,NONE,7/16/2021,Nokia,,2/1/2022,,3/22/2022,7/27/2021,,7.0 COMPLETED (10GB),BTWD212166
PX71-SG-CKIFMOI,P-214956,a1e4J000001Yf19QAC,a0i4J000004TOX7QAO,NONE,7/16/2021,Nokia,,11/17/2021,,11/17/2021,4/28/2022,,7.0 COMPLETED (10GB),BTWD212142
PX71-SG-CKIFHOO,P-214957,a1e4J000001Yf1AQAS,a0i4J000004TOX8QAO,NONE,7/9/2021,Nokia,,9/28/2021,,9/28/2021,11/22/2018,,7.0 COMPLETED (10GB),BTWD212117
PX71-SG-CKJIKPI,P-214963,a1e4J000001Yf1BQAS,a0i4J000004TOXdQAO,,10/27/2022,Nokia Small,,2/7/2023,,,7/29/2021,,7.0 COMPLETED (10GB),BTWD214934
PX71-SG-CKIGGMP,P-214964,a1e4J000001Yf1CQAS,a0i4J000004TOXeQAO,NONE,5/26/2021,Nokia,,7/23/2021,,10/18/2021,12/7/2020,,7.0 COMPLETED (10GB),BTWD211721
PX71-SG-CKIFHPO,P-214965,a1e4J000001Yf1DQAS,a0i4J000004TOXfQAO,NONE,6/29/2021,Nokia,,10/4/2021,,10/4/2021,2/28/2020,,7.0 COMPLETED (10GB),BTWD211980
PX71-SG-CKIGLLH,P-214966,a1e4J000001Yf1EQAS,a0i4J000004TOXgQAO,NONE,6/20/2021,Nokia,,6/10/2021,,6/10/2021,7/27/2020,,7.0 COMPLETED (10GB),BTWD210718
PX71-SG-CKIFMIH,P-214967,a1e4J000001Yf1FQAS,a0i4J000004TOXhQAO,NONE,9/24/2021,Nokia,,12/8/2021,,12/9/2021,,,7.0 COMPLETED (10GB),BTWD212824
PX71-SG-CKIFLIJ,P-214968,a1e4J000001Yf1GQAS,a0i4J000004TOXnQAO,NONE,9/3/2021,Nokia,,2/16/2022,,2/16/2022,,,7.0 COMPLETED (10GB),BTWD212596
PX71-SG-CKJINMK,P-214969,a1e4J000001Yf1HQAS,a0i4J000004TOXoQAO,,5/17/2021,Nokia Small,,2/21/2023,,,,3/31/2026,7.0 COMPLETED (10GB),BTWD211626
PX71-SG-CKIFFOM,P-214970,a1e4J000001Yf1IQAS,a0i4J000004TOXpQAO,NONE,11/17/2021,Nokia,,4/8/2022,,4/11/2022,2/20/2019,,7.0 COMPLETED (10GB),BTWD213189
PX71-SG-CKIGONO,P-214971,a1e4J000001Yf1JQAS,a0i4J000004TOXqQAO,NONE,3/30/2021,Nokia,,5/21/2021,,10/14/2021,7/27/2021,,7.0 COMPLETED (10GB),BTWD211363
PX71-SG-CKIGLOI,P-214972,a1e4J000001Yf1KQAS,a0i4J000004TOXrQAO,NONE,8/24/2021,Nokia,,11/18/2021,,11/18/2021,1/31/2023,,7.0 COMPLETED (10GB),BTWD212482
PX71-SG-CKIGIHO,P-214958,a1e4J000001Yf1LQAS,a0i4J000004TOXYQA4,NONE,6/20/2021,Nokia,,9/9/2021,,9/9/2021,,,7.0 COMPLETED (10GB),BTWD210540
PX71-SG-CKIFHPI,P-214959,a1e4J000001Yf1MQAS,a0i4J000004TOXZQA4,NONE,9/3/2021,Nokia,,11/12/2021,,2/8/2022,1/28/2019,,7.0 COMPLETED (10GB),BTWD212579
PX71-SG-CKJJMLQ,P-214960,a1e4J000001Yf1NQAS,a0i4J000004TOXaQAO,,3/25/2021,Nokia Compact,,2/9/2024,,,5/30/2019,,7.0 COMPLETED (10GB),BTWD216242
PX71-SG-CKIFJIP,P-214961,a1e4J000001Yf1OQAS,a0i4J000004TOXbQAO,NONE,8/27/2021,Nokia,,5/23/2022,,7/1/2022,,,7.0 COMPLETED (10GB),BTWD212514
PX71-SG-CKIFNGK,P-214962,a1e4J000001Yf1PQAS,a0i4J000004TOXcQAO,NONE,9/24/2021,Nokia,,12/20/2021,,12/20/2021,9/25/2019,,7.0 COMPLETED (10GB),BTWD212786
PX71-SG-CKJJLHH,P-214973,a1e4J000001Yf1QQAS,a0i4J000004TOXsQAO,,7/22/2021,Nokia Small,,11/8/2022,,,5/28/2021,,7.0 COMPLETED (10GB),BTWD212210
PX71-SG-CKIFMPM,P-214974,a1e4J000001Yf1RQAS,a0i4J000004TOXtQAO,NONE,6/20/2021,Nokia,,6/17/2021,,6/17/2021,11/7/2020,,7.0 COMPLETED (10GB),BTWD210962
PX71-SG-CKIFLOO,P-214975,a1e4J000001Yf1SQAS,a0i4J000004TOXuQAO,NONE,8/13/2021,Nokia,,12/23/2021,,12/22/2021,2/5/2022,,7.0 COMPLETED (10GB),BTWD212378
PX71-SG-CKJIMKM,P-214976,a1e4J000001Yf1TQAS,a0i4J000004TOXvQAO,,,,,,,,,,,
PX71-SG-CKIHGHO,P-214977,a1e4J000001Yf1UQAS,a0i4J000004TOXwQAO,NONE,7/1/2021,Nokia,,9/23/2021,,9/23/2021,11/28/2019,,7.0 COMPLETED (10GB),BTWD212069
PX71-SG-CKJINLJ,P-214983,a1e4J000001Yf1VQAS,a0i4J000004TOJGQA4,,10/20/2022,Nokia Compact,,3/8/2023,,,5/28/2021,,7.0 COMPLETED (10GB),BTWD214863
PX71-SG-CKIFLLK,P-214984,a1e4J000001Yf1WQAS,a0i4J000004TOJHQA4,NONE,7/30/2021,Nokia,,4/28/2022,,5/31/2022,4/8/2021,,7.0 COMPLETED (10GB),BTWD212250
PX71-SG-CKJIKHJ,P-214985,a1e4J000001Yf1XQAS,a0i4J000004TOJIQA4,,10/14/2021,Nokia Small,,11/30/2022,,,2/20/2019,,7.0 COMPLETED (10GB),BTWD213012
,P-214986,a1e4J000001Yf1YQAS,a0i4J000004TOJJQA4,,,,,,,,,,,
PX71-SG-CKJIMLP,P-214987,a1e4J000001Yf1ZQAS,a0i4J000004TOY2QAO,,8/13/2021,Nokia Compact,,5/10/2023,,,9/27/2019,,7.0 COMPLETED (10GB),BTWD212375
PX71-SG-CKJJLMP,P-214978,a1e4J000001Yf1aQAC,a0i4J000004TOXxQAO,,7/2/2021,Nokia Small,,1/18/2023,,,4/28/2020,,7.0 COMPLETED (10GB),BTWD212064
PX71-SG-CKIFIIJ,P-214979,a1e4J000001Yf1bQAC,a0i4J000004TOXyQAO,NONE,8/20/2021,Nokia,,12/22/2021,,12/21/2021,11/7/2020,,7.0 COMPLETED (10GB),BTWD212419
PX71-DELEHLH,P-214980,a1e4J000001Yf1cQAC,a0i4J000004TOXzQAO,,,Cisco,,,,,,,1.3 DESIGN RECEIVED - CRF NON-FLUID (10GB),
PX71-SG-CKIGOPP,P-214981,a1e4J000001Yf1dQAC,a0i4J000004TOY0QAO,NONE,6/20/2021,Nokia,,10/14/2021,,1/11/2022,11/16/2020,,7.0 COMPLETED (10GB),BTWD211321
PX71-SG-CKJIMOQ,P-214982,a1e4J000001Yf1eQAC,a0i4J000004TOY1QAO,,7/8/2021,Nokia Compact,,3/15/2023,,,1/20/2022,,7.0 COMPLETED (10GB),BTWD212103
PX71-SG-CKIGIIK,P-214988,a1e4J000001Yf1fQAC,a0i4J000004TOMeQAO,,7/2/2021,Nokia,,1/28/2022,,1/28/2022,4/25/2022,,7.0 COMPLETED (10GB),BTWD212017
PX71-SG-CKIHHJN,P-214989,a1e4J000001Yf1gQAC,a0i4J000004TOMfQAO,NONE,6/20/2021,Nokia,,8/11/2022,,8/9/2022,1/21/2021,,7.0 COMPLETED (10GB),BTWD211028
PX71-SG-CKJIKLI,P-214990,a1e4J000001Yf1hQAC,a0i4J000004TOMgQAO,,10/24/2021,Nokia Compact,,12/11/2023,,,3/30/2021,,7.0 COMPLETED (10GB),BTWD216081
PX71-SG-CKIHGLJ,P-214991,a1e4J000001Yf1iQAC,a0i4J000004TOMhQAO,NONE,3/24/2021,Nokia,,6/14/2021,,6/14/2021,9/13/2019,,7.0 COMPLETED (10GB),BTWD211320
PX71-SG-CKJJFGH,P-214992,a1e4J000001Yf1jQAC,a0i4J000004TOY7QAO,NONE,,Nokia Small,,,,,,,1.3 DESIGN RECEIVED - CRF NON-FLUID (10GB),
PX71-SG-CKJILPQ,P-214993,a1e4J000001Yf1kQAC,a0i4J000004TOYCQA4,,4/6/2023,Nokia Compact,,9/26/2023,,,9/13/2019,,7.0 COMPLETED (10GB),BTWD215359
PX71-SG-CKIGLPK,P-214994,a1e4J000001Yf1lQAC,a0i4J000004TOYDQA4,NONE,3/29/2021,Nokia,,6/11/2021,,6/11/2021,1/15/2020,,7.0 COMPLETED (10GB),BTWD211367
PX71-SG-CKIFIJH,P-214995,a1e4J000001Yf1mQAC,a0i4J000004TOYEQA4,NONE,7/1/2021,Nokia,,9/27/2021,,9/27/2021,2/26/2020,,7.0 COMPLETED (10GB),BTWD212063
PX71-SG-CKIHGPH,P-214996,a1e4J000001Yf1nQAC,a0i4J000004TOYFQA4,NONE,4/14/2021,Nokia,,8/4/2021,,8/4/2021,5/4/2020,,7.0 COMPLETED (10GB),BTWD211478
PX71-SG-CKIGNML,P-214997,a1e4J000001Yf1oQAC,a0i4J000004TOYGQA4,NONE,6/20/2021,Nokia,,6/7/2021,,6/7/2021,5/19/2021,,7.0 COMPLETED (10GB),BTWD211033
PX71-SG-CKJJFHK,P-214998,a1e4J000001Yf1pQAC,a0i4J000004TOYHQA4,,8/12/2021,Nokia Small,,9/21/2022,,,2/2/2021,,7.0 COMPLETED (10GB),BTWD212366
PX71-SG-CKIGNOK,P-214999,a1e4J000001Yf1qQAC,a0i4J000004TOYIQA4,NONE,6/20/2021,Nokia,,7/7/2021,,10/12/2021,5/18/2021,,7.0 COMPLETED (10GB),BTWD210502
PX71-SG-CKIFLNJ,P-215000,a1e4J000001Yf1rQAC,a0i4J000004TOYJQA4,NONE,8/19/2021,Nokia,,2/11/2022,,2/11/2022,2/28/2020,,7.0 COMPLETED (10GB),BTWD212423
,P-215001,a1e4J000001Yf1sQAC,a0i4J000004TOYKQA4,,,,,,,,,,,
,P-215002,a1e4J000001Yf1tQAC,a0i4J000004TOYLQA4,,,,,,,,,,,
PX71-SG-CKJJJLJ,P-215003,a1e4J000001Yf1uQAC,a0i4J000004TOYMQA4,,6/1/2021,Nokia Compact,,10/3/2023,,,12/7/2020,,7.0 COMPLETED (10GB),BTWD215952
PX71-SG-CKIFNIM,P-215004,a1e4J000001Yf1vQAC,a0i4J000004TOYNQA4,,6/20/2021,Nokia,,3/14/2022,,3/14/2022,9/17/2019,,7.0 COMPLETED (10GB),BTWD211059
PX71-SG-CKIFNGJ,P-215005,a1e4J000001Yf1wQAC,a0i4J000004TOYOQA4,,6/14/2021,Nokia,,11/12/2021,,11/15/2021,9/2/2021,,7.0 COMPLETED (10GB),BTWD211962
PX71-SG-CKIGKKL,P-215006,a1e4J000001Yf1xQAC,a0i4J000004TOYPQA4,NONE,6/20/2021,Nokia,,1/17/2022,,1/17/2022,11/15/2018,,7.0 COMPLETED (10GB),BTWD210710
PX71-SG-CKIFNPP,P-215007,a1e4J000001Yf1yQAC,a0i4J000004TOYQQA4,NONE,7/19/2021,Nokia,,10/8/2021,,2/10/2022,5/28/2021,,7.0 COMPLETED (10GB),BTWD212169
PX71-SG-CKIGNPN,P-215008,a1e4J000001Yf1zQAC,a0i4J000004TOYWQA4,NONE,9/3/2021,Nokia,,11/29/2021,,11/29/2021,9/25/2019,,7.0 COMPLETED (10GB),BTWD212603
PX71-SG-CKIGNNM,P-215009,a1e4J000001Yf20QAC,a0i4J000004TOYXQA4,NONE,6/20/2021,Nokia,,8/23/2021,,8/10/2022,7/14/2020,,7.0 COMPLETED (10GB),BTWD210668
PX71-SG-CKJINPI,P-215010,a1e4J000001Yf21QAC,a0i4J000004TOYYQA4,,8/27/2021,Nokia Small,,9/28/2022,,,3/17/2022,,7.0 COMPLETED (10GB),BTWD212512
PX71-SG-CKJJHJL,P-215011,a1e4J000001Yf22QAC,a0i4J000004TOYZQA4,,8/4/2021,Cisco,,4/22/2025,,,7/28/2021,,7.0 COMPLETED (10GB),BTWD212281
PX71-SG-CKIGLPN,P-215012,a1e4J000001Yf23QAC,a0i4J000004TOYaQAO,NONE,3/31/2021,Nokia,,6/22/2021,,6/22/2021,11/28/2019,,7.0 COMPLETED (10GB),BTWD211390
PX71-SG-CKIHOOQ,P-215013,a1e4J000001Yf24QAC,a0i4J000004TOYbQAO,NONE,6/4/2021,Nokia,12/31/2019,8/10/2021,,8/10/2021,4/28/2020,,7.0 COMPLETED (10GB),BTWD211807
PX71-SG-CKJINKJ,P-215014,a1e4J000001Yf25QAC,a0i4J000004TOYcQAO,,11/19/2021,Nokia Small,,7/11/2023,,,,,7.0 COMPLETED (10GB),BTWD213195
PX71-SG-CKIGLHH,P-215015,a1e4J000001Yf26QAC,a0i4J000004TOYdQAO,NONE,4/14/2021,Nokia,,3/28/2022,,3/28/2022,8/16/2019,,7.0 COMPLETED (10GB),BTWD211470
PX71-SG-CKJIKIN,P-215016,a1e4J000001Yf27QAC,a0i4J000004TOYeQAO,,9/11/2023,Nokia Compact,,4/8/2024,,,,,7.0 COMPLETED (10GB),BTWD216048
PX71-SG-CKJJJLH,P-215017,a1e4J000001Yf28QAC,a0i4J000004TOYfQAO,,6/20/2021,Nokia Small,,9/20/2023,,,9/25/2020,,7.0 COMPLETED (10GB),BTWD210706
PX71-SG-CKHNHIN,P-215018,a1e4J000001Yf29QAC,a0i4J000004TOQDQA4,,8/27/2021,Nokia Small,,10/14/2022,,,3/17/2022,,7.0 COMPLETED (10GB),BTWD212528
PX71-SG-CKJLGGO,P-215019,a1e4J000001Yf2AQAS,a0i4J000004TOQEQA4,NONE,8/13/2021,Nokia,,7/13/2022,,7/4/2022,,,7.0 COMPLETED (10GB),BTWD212403
PX71-SG-CKIFNHQ,P-215020,a1e4J000001Yf2BQAS,a0i4J000004TOQFQA4,,6/20/2021,Nokia,,6/23/2021,,11/24/2021,9/17/2019,,7.0 COMPLETED (10GB),BTWD210942
PX71-SG-CKIGKNH,P-215021,a1e4J000001Yf2CQAS,a0i4J000004TOQGQA4,NONE,9/3/2021,Nokia,,2/15/2022,,2/15/2022,9/25/2019,,7.0 COMPLETED (10GB),BTWD212611
PX71-SG-CKIFKJL,P-215022,a1e4J000001Yf2DQAS,a0i4J000004TOYgQAO,NONE,8/23/2021,Nokia,,10/21/2021,,2/10/2022,2/26/2020,,7.0 COMPLETED (10GB),BTWD212476
PX71-SG-CKJKKKN,P-215023,a1e4J000001Yf2EQAS,a0i4J000004TOYlQAO,NONE,9/24/2020,Huawei,,8/25/2022,,8/23/2022,4/7/2021,,7.0 COMPLETED (10GB),BTWD210639
PX71-SG-CKIGKJM,P-215024,a1e4J000001Yf2FQAS,a0i4J000004TOYmQAO,NONE,4/9/2021,Nokia,,6/2/2021,,6/2/2021,12/4/2018,,7.0 COMPLETED (10GB),BTWD211438
PX71-SG-CKIFMNM,P-215025,a1e4J000001Yf2GQAS,a0i4J000004TOYnQAO,NONE,5/19/2021,Nokia,,3/1/2022,,3/2/2022,7/29/2021,,7.0 COMPLETED (10GB),BTWD211647
,P-215026,a1e4J000001Yf2HQAS,a0i4J000004TOYoQAO,,,Nokia,,,,,,,2.0 EAD PLANNING (10GB),
PX71-SG-CKIGOKL,P-215027,a1e4J000001Yf2IQAS,a0i4J000004TOYpQAO,NONE,6/20/2021,Nokia,,5/26/2021,,10/18/2021,11/24/2020,,7.0 COMPLETED (10GB),BTWD210671
PX71-SG-CKIGMOI,P-215028,a1e4J000001Yf2JQAS,a0i4J000004TOYqQAO,NONE,3/31/2021,Nokia,,9/9/2021,,9/9/2021,7/1/2021,,7.0 COMPLETED (10GB),BTWD211374
PX71-SG-CKJIMPK,P-215029,a1e4J000001Yf2KQAS,a0i4J000004TOYrQAO,,8/18/2021,Nokia Compact,,11/21/2023,,,2/26/2020,,7.0 COMPLETED (10GB),BTWD212411
PX71-SG-CKJILKQ,P-215030,a1e4J000001Yf2LQAS,a0i4J000004TOYsQAO,,6/3/2021,Nokia Small,,2/8/2023,,,2/20/2020,,7.0 COMPLETED (10GB),BTWD211846
PX71-SG-CKIGKOI,P-215031,a1e4J000001Yf2MQAS,a0i4J000004TOYtQAO,NONE,7/22/2021,Nokia Small,,3/22/2022,,,10/1/2019,,7.0 COMPLETED (10GB),BTWD212195
PX71-SG-CKIFOMH,P-215032,a1e4J000001Yf2NQAS,a0i4J000004TOYuQAO,NONE,6/9/2021,Nokia,,8/10/2021,,8/10/2021,2/28/2020,,7.0 COMPLETED (10GB),BTWD211850
PX71-SG-CKJJKPJ,P-215033,a1e4J000001Yf2OQAS,a0i4J000004TOYvQAO,NONE,,Nokia Small,,,,,5/28/2021,,1.3 DESIGN RECEIVED - CRF NON-FLUID (10GB),
PX71-SG-CKIHMPP,P-215034,a1e4J000001Yf2PQAS,a0i4J000004TOYwQAO,NONE,5/4/2021,Nokia,,9/30/2021,,9/30/2021,3/18/2019,,7.0 COMPLETED (10GB),BTWD211571
PX71-SG-CKIFOLI,P-215035,a1e4J000001Yf2QQAS,a0i4J000004TOYxQAO,NONE,5/27/2021,Nokia,,8/4/2021,,8/4/2021,2/26/2020,,7.0 COMPLETED (10GB),BTWD211782
PX71-SG-CKIFJHJ,P-215036,a1e4J000001Yf2RQAS,a0i4J000004TOYyQAO,NONE,6/20/2021,Nokia,,11/18/2021,,7/29/2022,11/7/2020,,7.0 COMPLETED (10GB),BTWD210952
PX71-SG-CKIFOPN,P-215037,a1e4J000001Yf2SQAS,a0i4J000004TOYzQAO,NONE,9/24/2021,Nokia,,12/14/2021,,12/14/2021,,,7.0 COMPLETED (10GB),BTWD212791
PX71-SG-CKIGGIM,P-215038,a1e4J000001Yf2TQAS,a0i4J000004TOZ0QAO,,6/14/2021,Nokia,,1/13/2022,,1/13/2022,12/9/2021,,7.0 COMPLETED (10GB),BTWD211872
PX71-SG-CKIFOPO,P-215039,a1e4J000001Yf2UQAS,a0i4J000004TOZ1QAO,NONE,8/13/2021,Nokia,,2/14/2022,,2/18/2022,,12/31/2021,7.0 COMPLETED (10GB),BTWD212390
PX71-SG-CKIFLLM,P-215040,a1e4J000001Yf2VQAS,a0i4J000004TOZ2QAO,NONE,10/29/2021,Nokia,,8/2/2022,,7/19/2022,2/28/2020,,7.0 COMPLETED (10GB),BTWD213137
PX71-SG-CKIFGLI,P-215041,a1e4J000001Yf2WQAS,a0i4J000004TOZ3QAO,NONE,10/5/2021,Nokia,,1/7/2022,,3/16/2022,,,7.0 COMPLETED (10GB),BTWD212963
PX71-SG-CKIFILK,P-215042,a1e4J000001Yf2XQAS,a0i4J000004TOZ4QAO,NONE,8/13/2021,Nokia,,11/2/2021,,11/2/2021,9/2/2019,,7.0 COMPLETED (10GB),BTWD212435
PX71-SG-CKIGIHN,P-215043,a1e4J000001Yf2YQAS,a0i4J000004TOZ5QAO,NONE,4/14/2021,Nokia,,7/20/2021,,7/20/2021,,9/30/2021,7.0 COMPLETED (10GB),BTWD211482
PX71-SG-CKIGKJN,P-215044,a1e4J000001Yf2ZQAS,a0i4J000004TOZ6QAO,NONE,5/6/2021,Nokia,,6/30/2021,,6/30/2021,9/13/2019,,7.0 COMPLETED (10GB),BTWD211580
PX71-SG-CKIGNIQ,P-215045,a1e4J000001Yf2aQAC,a0i4J000004TOZ7QAO,,5/13/2021,Nokia,,8/13/2021,,2/5/2022,11/19/2020,,7.0 COMPLETED (10GB),BTWD211601
PX71-SG-CKIIFIL,P-215046,a1e4J000001Yf2bQAC,a0i4J000004TOZ8QAO,NONE,7/23/2021,Nokia,2/6/2020,3/16/2022,,5/16/2022,2/11/2019,,7.0 COMPLETED (10GB),BTWD212218
