Project Reference,Project ID,Project ID Id,Id Project ID,HE/MEAS Delay Status,Firm Order Placed,Ran Priority,NIA Order Delivery (A),Transmission Delivered (A),Transmission Delivered (F),COC Uploaded,PRTC (A),PRTC (F),HE/MEAS Status,WES PSID
,P-289070,a1eTe000000O7jWIAS,a0iTe000003f8uMIAQ,,,,,,,,,,,
,P-289081,a1eTe000000O7jXIAS,a0iTe000003f8uNIAQ,,,,,,,,,,,
,P-289359,a1eTe000000O7jYIAS,a0iTe000003f8v7IAA,,,,,,,,,,,
,P-288963,a1eTe000000O7l7IAC,a0iTe000003ewwzIAA,,,,,,,,,,,
,P-288964,a1eTe000000O7mjIAC,a0iTe000003f8xZIAQ,,,,,,,,,,,
,P-288966,a1eTe000000O7oLIAS,a0iTe000003f8zBIAQ,,,,,,,,,,,
,P-288968,a1eTe000000O7pxIAC,a0iTe000003f90nIAA,,,,,,,,,,,
,P-288970,a1eTe000000O7rZIAS,a0iTe000003f941IAA,,,,,,,,,,,
,P-288971,a1eTe000000O7tBIAS,a0iTe000003f95dIAA,,,,,,,,,,,
,P-288972,a1eTe000000O7unIAC,a0iTe000003f97FIAQ,,,,,,,,,,,
,P-288973,a1eTe000000O7wPIAS,a0iTe000003f9ATIAY,,,,,,,,,,,
,P-288974,a1eTe000000O7y1IAC,a0iTe000003f9C5IAI,,,,,,,,,,,
,P-288977,a1eTe000000O7zdIAC,a0iTe000003f9FJIAY,,,,,,,,,,6.0 READY FOR MIGRATION CSG REQUIRED 10GB,
,P-289010,a1eTe000000O7zeIAC,a0iTe000003f9FKIAY,,,,,,,,,,,
,P-288978,a1eTe000000O81FIAS,a0iTe000003f9GvIAI,,,,,,,,,,,
,P-288980,a1eTe000000O82rIAC,a0iTe000003eyY5IAI,,,,,,,,,,6.0 READY FOR MIGRATION CSG REQUIRED 10GB,
,P-288982,a1eTe000000O84TIAS,a0iTe000003f9IXIAY,,,,,,,,,,,
,P-288983,a1eTe000000O865IAC,a0iTe000003f9K9IAI,,,,,,,,,,,
,P-288984,a1eTe000000O87hIAC,a0iTe000003f9NNIAY,,,,,,,,,,,
,P-288985,a1eTe000000O89JIAS,a0iTe000003f9OzIAI,,,,,,,,,,,
,P-289170,a1eTe000000O89KIAS,a0iTe000003f9P0IAI,,,,,,,,,,,
,P-288986,a1eTe000000O8AvIAK,a0iTe000003f9QbIAI,,,,,,,,,,,
,P-289018,a1eTe000000O8AwIAK,a0iTe000003f9QcIAI,,,,,,,,,,,
,P-288987,a1eTe000000O8CXIA0,a0iTe000003f9SDIAY,,,,,,,,,,,
,P-288988,a1eTe000000O8E9IAK,a0iTe000003f9VRIAY,,,,,,,,,,,
,P-289076,a1eTe000000O8EAIA0,a0iTe000003f9VmIAI,,,,,,,,,,,
,P-288990,a1eTe000000O8FlIAK,a0iTe000003f9X3IAI,,,,,,,,,,,
,P-288991,a1eTe000000O8HNIA0,a0iTe000003f9aHIAQ,,,,,,,,,,,
,P-289003,a1eTe000000O8HOIA0,a0iTe000003f9aIIAQ,,,,,,,,,,,
,P-288993,a1eTe000000O8IzIAK,a0iTe000003f8b7IAA,,,,,,,,,,,
,P-288994,a1eTe000000O8KbIAK,a0iTe000003f9dVIAQ,,,,,,,,,,,
,P-288996,a1eTe000000O8MDIA0,a0iTe000003f9f7IAA,,,,,,,,,,,
PX71-DHKMOPN,P-288997,a1eTe000000O8NpIAK,a0iTe000003f9iLIAQ,,,,,,,,,,1.1 IN FLIGHT ORDER (E-BAND),
,P-289245,a1eTe000000O8NqIAK,a0iTe000003f9iMIAQ,,,,,,,,,,,
,P-289303,a1eTe000000O8NrIAK,a0iTe000003f9iNIAQ,,,,,,,,,,6.0 READY FOR MIGRATION CSG REQUIRED 10GB,
,P-288998,a1eTe000000O8PRIA0,a0iTe000003f9jxIAA,,,,,,,,,,,
,P-289072,a1eTe000000O8PSIA0,a0iTe000003f9jyIAA,,,,,,,,,,,
,P-289157,a1eTe000000O8PTIA0,a0iTe000003f9jzIAA,,,,,,,,,,,
,P-289336,a1eTe000000O8PUIA0,a0iTe000003f9k0IAA,,,,,,,,,,6.0 READY FOR MIGRATION CSG REQUIRED 10GB,
,P-288999,a1eTe000000O8R3IAK,a0iTe000003f9lZIAQ,,,,,,,,,,,
,P-289000,a1eTe000000O8SfIAK,a0iTe000003f9onIAA,,,,,,,,,,,
,P-289002,a1eTe000000O8UHIA0,a0iTe000003f9qPIAQ,,,,,,,,,,,
,P-289004,a1eTe000000O8UIIA0,a0iTe000003f9qQIAQ,,,,,,,,,,,
,P-289005,a1eTe000000O8VtIAK,a0iTe000003f9s1IAA,,,,,,,,,,,
,P-289006,a1eTe000000O8XVIA0,a0iTe000003f9tdIAA,,,,,,,,,,,
,P-289007,a1eTe000000O8Z7IAK,a0iTe000003f9Z3IAI,,,,,,,,,,,
,P-289088,a1eTe000000O8Z8IAK,a0iTe000003f9Z4IAI,,,,,,,,,,,
,P-289414,a1eTe000000O8Z9IAK,a0iTe000003f9Z5IAI,,,,,,,,,,,
,P-289008,a1eTe000000O8ajIAC,a0iTe000003f9vFIAQ,,,,,,,,,,,
,P-289009,a1eTe000000O8cLIAS,a0iTe000003f85UIAQ,,,,,,,,,,,
,P-289011,a1eTe000000O8dxIAC,a0iTe000003f9wrIAA,,,,,,,,,,,
,P-289012,a1eTe000000O8fZIAS,a0iTe000003fA05IAE,,,,,,,,,,,
,P-289013,a1eTe000000O8hBIAS,a0iTe000003fA1hIAE,,,,,,,,,,,
,P-289084,a1eTe000000O8hCIAS,a0iTe000003fA1iIAE,,,,,,,,,,,
,P-289016,a1eTe000000O8inIAC,a0iTe000003fA3JIAU,,,,,,,,,,,
,P-289021,a1eTe000000O8kPIAS,a0iTe000003fA6XIAU,,,,,,,,,,,
,P-289067,a1eTe000000O8kQIAS,a0iTe000003fA6YIAU,,,,,,,,,,,
,P-289025,a1eTe000000O8m1IAC,a0iTe000003fA89IAE,,,,,,,,,,,
,P-289077,a1eTe000000O8m2IAC,a0iTe000003fA8AIAU,,,,,,,,,,6.0 READY FOR MIGRATION CSG REQUIRED 10GB,
,P-289026,a1eTe000000O8ndIAC,a0iTe000003fA9lIAE,,,,,,,,,,,
,P-289027,a1eTe000000O8pFIAS,a0iTe000003fABNIA2,,,,,,,,,,,
,P-289029,a1eTe000000O8qrIAC,a0iTe000003fAEbIAM,,,,,,,,,,,
,P-289071,a1eTe000000O8qsIAC,a0iTe000003fAEcIAM,,,,,,,,,,,
,P-289031,a1eTe000000O8sTIAS,a0iTe000003fAGDIA2,,,,,,,,,,,
,P-289032,a1eTe000000O8u5IAC,a0iTe000003fAJRIA2,,,,,,,,,,,
,P-289035,a1eTe000000O8vhIAC,a0iTe000003fAMfIAM,,,,,,,,,,,
,P-289185,a1eTe000000O8viIAC,a0iTe000003fAMgIAM,,,,,,,,,,6.0 READY FOR MIGRATION CSG REQUIRED 10GB,
,P-289036,a1eTe000000O8xJIAS,a0iTe000003fAOHIA2,,,,,,,,,,,
,P-289037,a1eTe000000O8yvIAC,a0iTe000003fAPtIAM,,,,,,,,,,,
,P-289044,a1eTe000000O8ywIAC,a0iTe000003fAPuIAM,,,,,,,,,,,
,P-289085,a1eTe000000O8yxIAC,a0iTe000003fAPvIAM,,,,,,,,,,,
,P-289038,a1eTe000000O90XIAS,a0iTe000003fARVIA2,,,,,,,,,,,
,P-289039,a1eTe000000O929IAC,a0iTe000003fAT7IAM,,,,,,,,,,,
,P-289040,a1eTe000000O93lIAC,a0iTe000003fAUjIAM,,,,,,,,,,,
,P-289041,a1eTe000000O95NIAS,a0iTe000003fAWLIA2,,,,,,,,,,,
,P-289169,a1eTe000000O95OIAS,a0iTe000003fAWMIA2,,,,,,,,,,,
,P-289042,a1eTe000000O96zIAC,a0iTe000003fAZZIA2,,,,,,,,,,,
,P-289091,a1eTe000000O970IAC,a0iTe000003fAZaIAM,,,,,,,,,,,
,P-289043,a1eTe000000O98bIAC,a0iTe000003fAbBIAU,,,,,,,,,,,
,P-289045,a1eTe000000O9ADIA0,a0iTe000003fAcnIAE,,,,,,,,,,,
,P-289046,a1eTe000000O9BpIAK,a0iTe000003fAePIAU,,,,,,,,,,,
,P-289047,a1eTe000000O9DRIA0,a0iTe000003fAg1IAE,,,,,,,,,,,
,P-289050,a1eTe000000O9F3IAK,a0iTe000003fAjFIAU,,,,,,,,,,,
,P-289051,a1eTe000000O9GfIAK,a0iTe000003fAkrIAE,,,,,,,,,,,
,P-289304,a1eTe000000O9GgIAK,a0iTe000003fAkuIAE,,,,,,,,,,,
,P-289399,a1eTe000000O9GhIAK,a0iTe000003fAkvIAE,,,,,,,,,,,
,P-289054,a1eTe000000O9IHIA0,a0iTe000003fAmTIAU,,,,,,,,,,,
,P-289055,a1eTe000000O9JtIAK,a0iTe000003fAo5IAE,,,,,,,,,,,
PX71-DHJLKGH,P-289056,a1eTe000000O9LVIA0,a0iTe000003fAphIAE,1ST PARTY WAYLEAVE PERMISSIONS,7/4/2025,Cisco,,,,,,,2.0 EAD PLANNING (10GB),BTWD219707
,P-289236,a1eTe000000O9LWIA0,a0iTe000003fApiIAE,,,,,,,,,,,
,P-289057,a1eTe000000O9N7IAK,a0iTe000003fArJIAU,,,,,,,,,,,
,P-289229,a1eTe000000O9N8IAK,a0iTe000003fArKIAU,,,,,,,,,,,
,P-289058,a1eTe000000O9OjIAK,a0iTe000003fAsvIAE,,,,,,,,,,,
,P-289134,a1eTe000000O9OkIAK,a0iTe000003fAswIAE,,,,,,,,,,,
,P-289059,a1eTe000000O9QLIA0,a0iTe000003fAuXIAU,,,,,,,,,,,
,P-289103,a1eTe000000O9QMIA0,a0iTe000003fAuYIAU,,,,,,,,,,,
,P-289062,a1eTe000000O9RxIAK,a0iTe000003fB0zIAE,,,,,,,,,,,
,P-289075,a1eTe000000O9RyIAK,a0iTe000003fB10IAE,,,,,,,,,,,
,P-289258,a1eTe000000O9RzIAK,a0iTe000003fB11IAE,,,,,,,,,,6.0 READY FOR MIGRATION CSG REQUIRED 10GB,
,P-289063,a1eTe000000O9TZIA0,a0iTe000003fB2bIAE,,,,,,,,,,,
,P-289391,a1eTe000000O9TaIAK,a0iTe000003fB2cIAE,,,,,,,,,,,
,P-289065,a1eTe000000O9VBIA0,a0iTe000003fB5pIAE,,,,,,,,,,,
,P-289068,a1eTe000000O9WnIAK,a0iTe000003fB93IAE,,,,,,,,,,,
,P-289078,a1eTe000000O9WoIAK,a0iTe000003fB94IAE,,,,,,,,,,,
,P-289069,a1eTe000000O9YPIA0,a0iTe000003fBAfIAM,,,,,,,,,,,
,P-289383,a1eTe000000O9YQIA0,a0iTe000003fBAgIAM,,,,,,,,,,,
,P-289073,a1eTe000000O9a1IAC,a0iTe000003fBDtIAM,,,,,,,,,,,
,P-289074,a1eTe000000O9bdIAC,a0iTe000003fBFVIA2,,,,,,,,,,,
,P-289201,a1eTe000000O9beIAC,a0iTe000003fBFWIA2,,,,,,,,,,,
,P-289079,a1eTe000000O9dFIAS,a0iTe000003fBIjIAM,,,,,,,,,,,
,P-289080,a1eTe000000O9erIAC,a0iTe000003fBLxIAM,,,,,,,,,,,
,P-289082,a1eTe000000O9gTIAS,a0iTe000003f3ugIAA,,,,,,,,,,,
,P-289207,a1eTe000000O9gUIAS,a0iTe000003f3uhIAA,,,,,,,,,,,
,P-289281,a1eTe000000O9gVIAS,a0iTe000003f3uiIAA,,,,,,,,,,6.0 READY FOR MIGRATION CSG REQUIRED 10GB,
,P-289337,a1eTe000000O9gWIAS,a0iTe000003f3ujIAA,,,,,,,,,,,
,P-289357,a1eTe000000O9gXIAS,a0iTe000003f3ukIAA,,,,,,,,,,,
,P-289083,a1eTe000000O9i5IAC,a0iTe000003fBNZIA2,,,,,,,,,,,
,P-289200,a1eTe000000O9i6IAC,a0iTe000003fBNaIAM,,,,,,,,,,,
,P-289086,a1eTe000000O9jhIAC,a0iTe000003fBQnIAM,,,,,,,,,,,
,P-289223,a1eTe000000O9jiIAC,a0iTe000003fBQoIAM,,,,,,,,,,,
,P-289089,a1eTe000000O9lJIAS,a0iTe000003fBSPIA2,,,,,,,,,,,
,P-289090,a1eTe000000O9mvIAC,a0iTe000003fBU1IAM,,,,,,,,,,,
,P-289289,a1eTe000000O9mwIAC,a0iTe000003fBU2IAM,,,,,,,,,,,
,P-289424,a1eTe000000O9mxIAC,a0iTe000003fBU3IAM,,,,,,,,,,,
,P-289092,a1eTe000000O9oXIAS,a0iTe000003fBVdIAM,,,,,,,,,,,
,P-289095,a1eTe000000O9q9IAC,a0iTe000003fBYrIAM,,,,,,,,,,,
,P-289192,a1eTe000000O9qAIAS,a0iTe000003fBYsIAM,,,,,,,,,,,
,P-289197,a1eTe000000O9qBIAS,a0iTe000003fBYtIAM,,,,,,,,,,,
,P-289096,a1eTe000000O9rlIAC,a0iTe000003fBaTIAU,,,,,,,,,,,
,P-289097,a1eTe000000O9tNIAS,a0iTe000003fBc5IAE,,,,,,,,,,,
,P-289098,a1eTe000000O9uzIAC,a0iTe000003fBdhIAE,,,,,,,,,,,
,P-289099,a1eTe000000O9wbIAC,a0iTe000003fBgvIAE,,,,,,,,,,,
,P-289220,a1eTe000000O9wcIAC,a0iTe000003fBgwIAE,,,,,,,,,,,
,P-289100,a1eTe000000O9yDIAS,a0iTe000003fBiXIAU,,,,,,,,,,,
,P-289272,a1eTe000000O9yEIAS,a0iTe000003fBiYIAU,,,,,,,,,,,
,P-289282,a1eTe000000O9yFIAS,a0iTe000003fBiZIAU,,,,,,,,,,,
,P-289101,a1eTe000000O9zpIAC,a0iTe000003fBk9IAE,,,,,,,,,,,
,P-289160,a1eTe000000O9zqIAC,a0iTe000003fBkAIAU,,,,,,,,,,,
,P-289161,a1eTe000000O9zrIAC,a0iTe000003fBkBIAU,,,,,,,,,,,
,P-289102,a1eTe000000OA1RIAW,a0iTe000003fBllIAE,,,,,,,,,,,
,P-289122,a1eTe000000OA1SIAW,a0iTe000003fBlmIAE,,,,,,,,,,,
,P-289104,a1eTe000000OA33IAG,a0iTe000003fBnNIAU,,,,,,,,,,,
,P-289105,a1eTe000000OA4fIAG,a0iTe000003fBozIAE,,,,,,,,,,,
,P-289154,a1eTe000000OA4gIAG,a0iTe000003fBp0IAE,,,,,,,,,,,
,P-289271,a1eTe000000OA4hIAG,a0iTe000003fBp1IAE,,,,,,,,,,,
,P-289106,a1eTe000000OA6HIAW,a0iTe000003fBsDIAU,,,,,,,,,,,
,P-289131,a1eTe000000OA6IIAW,a0iTe000003fBsEIAU,,,,,,,,,,,
,P-289107,a1eTe000000OA7tIAG,a0iTe000003fBtpIAE,,,,,,,,,,,
,P-289128,a1eTe000000OA7uIAG,a0iTe000003fBtqIAE,,,,,,,,,,,
,P-289108,a1eTe000000OA9VIAW,a0iTe000003fBvRIAU,,,,,,,,,,,
PX71-DHKLOHM,P-289109,a1eTe000000OAB7IAO,a0iTe000003fBx3IAE,BT - WTG FIBRE TO BE SCHEDULED,8/8/2025,Cisco,,,10/10/2025,,,10/31/2025,2.1 EAD FIBRE (10GB),BTWD219919
,P-289111,a1eTe000000OACjIAO,a0iTe000003fC0HIAU,,,,,,,,,,,
,P-289138,a1eTe000000OACkIAO,a0iTe000003fC0IIAU,,,,,,,,,,,
,P-289112,a1eTe000000OAELIA4,a0iTe000003fC1tIAE,,,,,,,,,,,
,P-289113,a1eTe000000OAFxIAO,a0iTe000003fC3VIAU,,,,,,,,,,,
,P-289120,a1eTe000000OAFyIAO,a0iTe000003fC3WIAU,,,,,,,,,,,
,P-289114,a1eTe000000OAHZIA4,a0iTe000003fC57IAE,,,,,,,,,,,
,P-289365,a1eTe000000OAHaIAO,a0iTe000003fC5vIAE,,,,,,,,,,,
,P-289116,a1eTe000000OAJBIA4,a0iTe000003fC8LIAU,,,,,,,,,,,
,P-289137,a1eTe000000OAJCIA4,a0iTe000003fC8MIAU,,,,,,,,,,,
,P-289117,a1eTe000000OAKnIAO,a0iTe000003fC9xIAE,,,,,,,,,,,
,P-289307,a1eTe000000OAKoIAO,a0iTe000003fCBTIA2,,,,,,,,,,,
,P-289118,a1eTe000000OAMPIA4,a0iTe000003fAIBIA2,,,,,,,,,,,
,P-289119,a1eTe000000OAMQIA4,a0iTe000003fAICIA2,,,,,,,,,,,
,P-289217,a1eTe000000OAMRIA4,a0iTe000003fAIDIA2,,,,,,,,,,,
,P-289121,a1eTe000000OAO1IAO,a0iTe000003f9nfIAA,,,,,,,,,,,
,P-289123,a1eTe000000OAPdIAO,a0iTe000003fCEnIAM,,,,,,,,,,,
,P-289195,a1eTe000000OAPeIAO,a0iTe000003fCEoIAM,,,,,,,,,,,
,P-289124,a1eTe000000OARFIA4,a0iTe000003fCGPIA2,,,,,,,,,,,
,P-289125,a1eTe000000OASrIAO,a0iTe000003fCI1IAM,,,,,,,,,,,
,P-289126,a1eTe000000OAUTIA4,a0iTe000003fCJdIAM,,,,,,,,,,,
,P-289129,a1eTe000000OAW5IAO,a0iTe000003fCMrIAM,,,,,,,,,,,
,P-289130,a1eTe000000OAXhIAO,a0iTe000003fCOTIA2,,,,,,,,,,,
,P-289132,a1eTe000000OAZJIA4,a0iTe000003fCQ5IAM,,,,,,,,,,,
,P-289133,a1eTe000000OAavIAG,a0iTe000003fCTJIA2,,,,,,,,,,,
,P-289135,a1eTe000000OAcXIAW,a0iTe000003fCUvIAM,,,,,,,,,,,
,P-289173,a1eTe000000OAcYIAW,a0iTe000003fCUwIAM,,,,,,,,,,,
,P-289279,a1eTe000000OAcZIAW,a0iTe000003fCUxIAM,,,,,,,,,,,
,P-289136,a1eTe000000OAe9IAG,a0iTe000003fCY9IAM,,,,,,,,,,,
,P-289172,a1eTe000000OAeAIAW,a0iTe000003fCYAIA2,,,,,,,,,,,
,P-289139,a1eTe000000OAflIAG,a0iTe000003evHiIAI,,,,,,,,,,,
,P-289140,a1eTe000000OAhNIAW,a0iTe000003fCbNIAU,,,,,,,,,,,
,P-289151,a1eTe000000OAhOIAW,a0iTe000003fCbOIAU,,,,,,,,,,,
,P-289141,a1eTe000000OAizIAG,a0iTe000003fCczIAE,,,,,,,,,,,
,P-289142,a1eTe000000OAkbIAG,a0iTe000003fCebIAE,,,,,,,,,,,
,P-289143,a1eTe000000OAmDIAW,a0iTe000003fCgDIAU,,,,,,,,,,,
,P-289144,a1eTe000000OAnpIAG,a0iTe000003fCjRIAU,,,,,,,,,,,
,P-289146,a1eTe000000OAnqIAG,a0iTe000003fCjSIAU,,,,,,,,,,6.0 READY FOR MIGRATION CSG REQUIRED 10GB,
,P-289145,a1eTe000000OApRIAW,a0iTe000003fCl3IAE,,,,,,,,,,,
,P-289147,a1eTe000000OAr3IAG,a0iTe000003fCoHIAU,,,,,,,,,,,
,P-289406,a1eTe000000OAr4IAG,a0iTe000003fCoJIAU,,,,,,,,,,,
,P-289150,a1eTe000000OAsfIAG,a0iTe000003fCrVIAU,,,,,,,,,,,
,P-289153,a1eTe000000OAvtIAG,a0iTe000003fCujIAE,,,,,,,,,,,
,P-289155,a1eTe000000OAz7IAG,a0iTe000003fBqgIAE,,,,,,,,,,,
,P-289158,a1eTe000000OB0jIAG,a0iTe000003fCwLIAU,,,,,,,,,,,
,P-289159,a1eTe000000OB2LIAW,a0iTe000003fCzZIAU,,,,,,,,,,,
,P-289162,a1eTe000000OB3xIAG,a0iTe000003fD1BIAU,,,,,,,,,,,
,P-289233,a1eTe000000OB3yIAG,a0iTe000003fD1CIAU,,,,,,,,,,,
,P-289339,a1eTe000000OB3zIAG,a0iTe000003fD1DIAU,,,,,,,,,,,
,P-289346,a1eTe000000OB40IAG,a0iTe000003fD1EIAU,,,,,,,,,,,
,P-289164,a1eTe000000OB5ZIAW,a0iTe000003fD2nIAE,,,,,,,,,,,
,P-289166,a1eTe000000OB7BIAW,a0iTe000003fD4PIAU,,,,,,,,,,,
,P-289167,a1eTe000000OB8nIAG,a0iTe000003fCDnIAM,,,,,,,,,,,
,P-289296,a1eTe000000OB8oIAG,a0iTe000003fCDoIAM,,,,,,,,,,,
,P-289168,a1eTe000000OBAPIA4,a0iTe000003fD7dIAE,,,,,,,,,,6.0 READY FOR MIGRATION CSG REQUIRED 10GB,
,P-289231,a1eTe000000OBAQIA4,a0iTe000003fD7eIAE,,,,,,,,,,,
,P-289171,a1eTe000000OBC1IAO,a0iTe000003fD9FIAU,,,,,,,,,,6.0 READY FOR MIGRATION CSG REQUIRED 10GB,
,P-289184,a1eTe000000OBC2IAO,a0iTe000003fD9GIAU,,,,,,,,,,,
,P-289206,a1eTe000000OBC3IAO,a0iTe000003fD9HIAU,,,,,,,,,,,
,P-289280,a1eTe000000OBC4IAO,a0iTe000003fD9IIAU,,,,,,,,,,,
,P-289290,a1eTe000000OBC5IAO,a0iTe000003fD9JIAU,,,,,,,,,,,
,P-289174,a1eTe000000OBDdIAO,a0iTe000003fDArIAM,,,,,,,,,,,
,P-289176,a1eTe000000OBFFIA4,a0iTe000003fDCTIA2,,,,,,,,,,,
,P-289253,a1eTe000000OBFGIA4,a0iTe000003fDCUIA2,,,,,,,,,,,
,P-289378,a1eTe000000OBFHIA4,a0iTe000003fDCVIA2,,,,,,,,,,,
,P-289393,a1eTe000000OBFIIA4,a0iTe000003fDCWIA2,,,,,,,,,,,
,P-289394,a1eTe000000OBFJIA4,a0iTe000003fDCXIA2,,,,,,,,,,,
,P-289178,a1eTe000000OBGrIAO,a0iTe000003fDE5IAM,,,,,,,,,,,
,P-289179,a1eTe000000OBITIA4,a0iTe000003fDFhIAM,,,,,,,,,,,
,P-289180,a1eTe000000OBK5IAO,a0iTe000003fDHJIA2,,,,,,,,,,,
,P-289181,a1eTe000000OBLhIAO,a0iTe000003f9UIIAY,,,,,,,,,,,
,P-289182,a1eTe000000OBNJIA4,a0iTe000003fDIvIAM,,,,,,,,,,,
,P-289183,a1eTe000000OBOvIAO,a0iTe000003fDKXIA2,,,,,,,,,,,
,P-289238,a1eTe000000OBOwIAO,a0iTe000003fDKYIA2,,,,,,,,,,,
,P-289315,a1eTe000000OBOxIAO,a0iTe000003fDKZIA2,,,,,,,,,,,
,P-289316,a1eTe000000OBOyIAO,a0iTe000003fDKaIAM,,,,,,,,,,,
,P-289189,a1eTe000000OBQXIA4,a0iTe000003fCt8IAE,,,,,,,,,,,
,P-289190,a1eTe000000OBS9IAO,a0iTe000003fDPNIA2,,,,,,,,,,,
,P-289191,a1eTe000000OBTlIAO,a0iTe000003fDSbIAM,,,,,,,,,,,
,P-289193,a1eTe000000OBVNIA4,a0iTe000003fDUDIA2,,,,,,,,,,,
,P-289194,a1eTe000000OBWzIAO,a0iTe000003fDVpIAM,,,,,,,,,,6.0 READY FOR MIGRATION CSG REQUIRED 10GB,
,P-289208,a1eTe000000OBX0IAO,a0iTe000003fDVqIAM,,,,,,,,,,,
,P-289198,a1eTe000000OBYbIAO,a0iTe000003fDXRIA2,,,,,,,,,,,
,P-289199,a1eTe000000OBaDIAW,a0iTe000003fDZ3IAM,,,,,,,,,,,
,P-289202,a1eTe000000OBbpIAG,a0iTe000003fDcHIAU,,,,,,,,,,,
,P-289203,a1eTe000000OBdRIAW,a0iTe000003fCRoIAM,,,,,,,,,,,
,P-289275,a1eTe000000OBdSIAW,a0iTe000003fCRpIAM,,,,,,,,,,,
,P-289205,a1eTe000000OBf3IAG,a0iTe000003fDfVIAU,,,,,,,,,,,
,P-289221,a1eTe000000OBf4IAG,a0iTe000003fDfWIAU,,,,,,,,,,,
,P-289389,a1eTe000000OBf5IAG,a0iTe000003fDfXIAU,,,,,,,,,,,
,P-289209,a1eTe000000OBgfIAG,a0iTe000003fDijIAE,,,,,,,,,,,
,P-289210,a1eTe000000OBiHIAW,a0iTe000003fDkLIAU,,,,,,,,,,,
,P-289363,a1eTe000000OBiIIAW,a0iTe000003fDkMIAU,,,,,,,,,,,
,P-289211,a1eTe000000OBjtIAG,a0iTe000003fDlxIAE,,,,,,,,,,,
,P-289212,a1eTe000000OBlVIAW,a0iTe000003fDpBIAU,,,,,,,,,,,
,P-289235,a1eTe000000OBlWIAW,a0iTe000003fDpCIAU,,,,,,,,,,,
,P-289268,a1eTe000000OBlXIAW,a0iTe000003fDpPIAU,,,,,,,,,,,
,P-289213,a1eTe000000OBn7IAG,a0iTe000003fDqnIAE,,,,,,,,,,,
,P-289334,a1eTe000000OBn8IAG,a0iTe000003fDqoIAE,,,,,,,,,,,
,P-289214,a1eTe000000OBojIAG,a0iTe000003f9cSIAQ,,,,,,,,,,,
PX71-DHDFGHL,P-289320,a1eTe000000OBokIAG,a0iTe000003f9cTIAQ,,3/25/2025,Cisco,,5/29/2025,,,,,7.0 COMPLETED (10GB),BTWD218807
,P-289216,a1eTe000000OBqLIAW,a0iTe000003fDu1IAE,,,,,,,,,,,
,P-289417,a1eTe000000OBqMIAW,a0iTe000003fDu2IAE,,,,,,,,,,,
,P-289218,a1eTe000000OBrxIAG,a0iTe000003fDvdIAE,,,,,,,,,,,
,P-289222,a1eTe000000OBtZIAW,a0iTe000003fDyrIAE,,,,,,,,,,,
,P-289224,a1eTe000000OBvBIAW,a0iTe000003fE0TIAU,,,,,,,,,,,
,P-289308,a1eTe000000OBvCIAW,a0iTe000003fE0UIAU,,,,,,,,,,,
,P-289225,a1eTe000000OBwnIAG,a0iTe000003fE25IAE,,,,,,,,,,,
,P-289226,a1eTe000000OByPIAW,a0iTe000003fE3hIAE,,,,,,,,,,,
,P-289227,a1eTe000000OC01IAG,a0iTe000003fE5JIAU,,,,,,,,,,,
,P-289228,a1eTe000000OC1dIAG,a0iTe000003fE8XIAU,,,,,,,,,,,
,P-289230,a1eTe000000OC3FIAW,a0iTe000003fEA9IAM,,,,,,,,,,,
,P-289232,a1eTe000000OC4rIAG,a0iTe000003fEBlIAM,,,,,,,,,,,
,P-289302,a1eTe000000OC4sIAG,a0iTe000003fEBmIAM,,,,,,,,,,,
,P-289234,a1eTe000000OC6TIAW,a0iTe000003fEDNIA2,,,,,,,,,,,
,P-289338,a1eTe000000OC6UIAW,a0iTe000003fEDOIA2,,,,,,,,,,,
,P-289237,a1eTe000000OC85IAG,a0iTe000003fEEzIAM,,,,,,,,,,,
,P-289294,a1eTe000000OC86IAG,a0iTe000003fEF0IAM,,,,,,,,,,,
,P-289239,a1eTe000000OC9hIAG,a0iTe000003fEIDIA2,,,,,,,,,,,
,P-289251,a1eTe000000OC9iIAG,a0iTe000003fEIEIA2,,,,,,,,,,,
,P-289256,a1eTe000000OC9jIAG,a0iTe000003fEIFIA2,,,,,,,,,,,
,P-289257,a1eTe000000OC9kIAG,a0iTe000003fEIGIA2,,,,,,,,,,,
,P-289277,a1eTe000000OC9lIAG,a0iTe000003fEIHIA2,,,,,,,,,,6.0 READY FOR MIGRATION CSG REQUIRED 10GB,
,P-289362,a1eTe000000OC9mIAG,a0iTe000003fEIIIA2,,,,,,,,,,,
,P-289405,a1eTe000000OC9nIAG,a0iTe000003fEIJIA2,,,,,,,,,,,
,P-289240,a1eTe000000OCBJIA4,a0iTe000003fEJpIAM,,,,,,,,,,,
,P-289241,a1eTe000000OCCvIAO,a0iTe000003fELRIA2,,,,,,,,,,,
,P-289242,a1eTe000000OCEXIA4,a0iTe000003fEN3IAM,,,,,,,,,,,
,P-289243,a1eTe000000OCG9IAO,a0iTe000003fEOfIAM,,,,,,,,,,,
,P-289244,a1eTe000000OCHlIAO,a0iTe000003fERtIAM,,,,,,,,,,,
,P-289421,a1eTe000000OCHmIAO,a0iTe000003fERuIAM,,,,,,,,,,,
,P-289422,a1eTe000000OCHnIAO,a0iTe000003fERvIAM,,,,,,,,,,,
,P-289425,a1eTe000000OCHoIAO,a0iTe000003fERwIAM,,,,,,,,,,,
